1,22.08,11.46,2,4,4,1.585,0,0,0,1,2,100,1213,1,61.8793708030565,1.47446093301117,1,13,2,20.750854498915,0,1,60.1444568498666,0,2,41.3546324785048,81012.2642268143
0,22.67,7,2,8,4,0.165,0,0,0,0,2,160,1,0,48.4168234866801,4.64993911388208,3,13,4,20.0085913629066,0,0,55.1874508344909,1,1,1880.63189986929,17979.6014090281
0,29.58,1.75,1,4,4,1.25,0,0,0,1,2,280,1,0,24.0551103852214,8.5634927487195,3,3,7,28.239210026617,0,1,5.96232417206701,1,3,701.398112665801,40859.2527869753
0,21.67,11.5,1,5,3,0,1,1,11,1,2,0,1,1,55.1396096027542,18.403131036566,2,3,6,15.6390435581243,1,1,60.9105507081359,1,2,495.453303786079,87640.3344188104
1,20.17,8.17,2,6,4,1.96,1,1,14,0,2,60,159,0,33.6946642209694,25.1013526923309,2,2,7,11.6397860224753,0,0,14.7304435835638,1,3,964.18340039942,26120.1465053396
0,15.83,0.585,2,8,8,1.5,1,1,2,0,2,100,1,1,20.2880097154094,9.02492375576352,2,1,2,0.425987148709435,0,0,43.907061085612,0,3,1546.05778247042,45410.4696828123
1,17.42,6.5,2,3,4,0.125,0,0,0,0,2,60,101,0,48.983419072958,3.13570356605592,2,14,8,27.5487913102047,0,1,65.6219399540049,0,1,784.830773487588,97273.0103786415
0,58.67,4.46,2,11,8,3.04,1,1,6,0,2,43,561,0,79.6348627228558,24.8890955445102,2,9,3,0.0987685637560122,1,1,34.9385493770829,0,1,281.017724170002,91343.1512190955
1,27.83,1,1,2,8,3,0,0,0,0,2,176,538,1,62.5002108226166,13.7352916350595,2,2,7,18.3489658480763,1,1,49.4083632828095,1,2,920.34212505611,70597.5121705706
0,55.75,7.08,2,4,8,6.75,1,1,3,1,2,100,51,1,60.4025956026243,8.04348145100401,1,12,1,24.3801057357234,0,0,21.0326872126166,0,1,634.9213946945,4323.601725161
1,33.5,1.75,2,14,8,4.5,1,1,4,1,2,253,858,0,43.6295720874788,25.3517919664441,3,4,5,4.71531196908383,1,0,13.5739679852391,1,3,1735.22305562439,45456.6000736306
1,41.42,5,2,11,8,5,1,1,6,1,2,470,1,1,17.1663355185741,14.9796097512671,3,7,6,13.0011418286617,1,1,33.9353624534634,1,2,1701.71482672114,20683.3844523715
1,20.67,1.25,1,8,8,1.375,1,1,3,1,2,140,211,1,40.3387027401351,22.8727104141783,1,4,6,22.2243690131562,0,0,54.1900083662028,0,1,1393.53308692849,40838.3097663325
1,34.92,5,2,14,8,7.5,1,1,6,1,2,0,1001,1,64.8453882184391,18.4516641752786,3,1,6,11.7771684276251,0,0,62.2941786337343,0,2,294.174048339158,96529.367055074
1,58.58,2.71,2,8,4,2.415,0,0,0,1,2,320,1,1,53.8604595510568,14.7961158810024,1,8,9,13.5068558752957,0,1,23.2646573050879,0,1,1096.12426739436,6833.88318448041
1,48.08,6.04,2,4,4,0.04,0,0,0,0,2,0,2691,0,64.0996609281936,19.5916308847861,2,6,9,26.120160760141,1,0,62.9701396852824,0,1,764.650606189147,1181.18257743812
1,29.58,4.5,2,9,4,7.5,1,1,2,1,2,330,1,1,66.3881397147306,11.3095480489907,1,14,9,17.4325570079923,0,0,23.3940509022343,1,2,1450.05697789049,86619.1364309906
0,18.92,9,2,6,4,0.75,1,1,2,0,2,88,592,0,41.5167224852785,24.7059292365331,1,1,9,19.0120475809555,1,0,36.569346645174,1,1,1113.5110479475,60662.5576666858
1,20,1.25,1,4,4,0.125,0,0,0,0,2,140,5,1,45.3720085635509,18.1891223469882,3,9,5,1.5425870307799,0,0,27.2363323679956,1,1,1551.44142705527,46110.698598208
0,22.42,5.665,2,11,4,2.585,1,1,7,0,2,129,3258,0,79.1206814780505,15.3317288509482,2,5,8,10.0801342385093,0,1,39.6707715494927,1,2,108.870232682178,12364.546633876
0,28.17,0.585,2,6,4,0.04,0,0,0,0,2,260,1005,0,28.2086685548476,13.1642260069404,3,3,2,12.0905477356415,1,1,61.7457384483909,0,1,1351.09483256777,53338.0711890599
0,19.17,0.585,1,6,4,0.585,1,0,0,1,2,160,1,1,23.3934685751359,14.7077202543546,3,8,4,11.8452428274696,1,1,6.56492068414298,1,1,795.566447627648,11926.2012565304
1,41.17,1.335,2,2,4,0.165,0,0,0,0,2,168,1,1,56.7287678065866,21.6005606128734,1,2,8,4.43586227105532,1,0,1.26804133935941,0,2,1160.74061269654,1290.94470293077
